,Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
2763,MPA,2020-06-04,BlackRock MuniYield Pennsylvania Quality Fund,Financial,Closed-End Fund - Debt,USA,184.54M,7.50,13.83,-0.14%,19274,-,-,13.85,0.84,-,-,-,-,-,-,-,13.34M,-,0.01%,-,11.96%,-,-,0.72,38.14K,3.52%,6.47%,-6.87%,-1.91%,-1.00%,-3.22%,1.14%,0.84%,-,0.51,3.98%,-,-,-,-,-,-,-,-,-,-,-,-,0.13,4.63%,5.81%,-0.70%,-7.49%,33.62%,79.23,0.14%,-0.29%
2764,MPAA,2020-06-04,"Motorcar Parts of America, Inc.",Consumer Cyclical,Auto Parts,USA,314.44M,-,16.48,3.39%,97236,8.16,-,0.61,1.10,26.42,-,-136.10%,27.61%,-24.40%,25.00%,12.80%,18.96M,18.57M,0.40%,0.69%,-,-4.02%,18.20%,20.54,164.50K,3.52%,33.33%,0.06%,-16.68%,-7.52%,-25.19%,5.64%,6.43%,2.30,0.59,-,-0.30%,-0.70%,3.70%,1.30,0.40,0.09,0.57,21.00%,5.40%,-0.40%,-,1.58,0.97,12.73%,25.39%,-3.67%,-33.01%,58.01%,65.51,4.04%,-0.63%
2765,MPB,2020-06-04,"Mid Penn Bancorp, Inc.",Financial,Banks - Regional,USA,173.72M,9.46,19.41,-3.00%,10887,11.03,-,1.81,0.69,1.23,-,40.50%,-23.38%,6.40%,-,25.50%,8.48M,6.80M,4.20%,10.96%,22.40%,2.56%,0.75%,2.9,17.59K,-1.47%,1.62%,-5.46%,-27.29%,-20.19%,-32.47%,5.92%,5.27%,3.00,0.62,3.71%,0.80%,7.40%,21.80%,-,-,0.27,0.27,-,71.40%,18.10%,Apr 27/a,0.52,1.26,1.51%,3.00%,-17.68%,-34.91%,25.23%,51.01,-1.87%,-1.15%
2766,MPC,2020-06-04,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,24.76B,-,38.04,-1.43%,9230010,15.78,-,0.21,1.02,14.65,57.06,-24.80%,224.80%,-2.00%,-1.34%,4.90%,648.00M,643.45M,0.40%,0.00%,76.90%,-2.55%,3.74%,1.98,12.17M,8.13%,22.16%,-7.69%,-36.63%,-20.23%,-36.86%,4.27%,5.60%,1.90,0.76,6.10%,-6.90%,-21.00%,7.20%,1.20,0.60,1.24,1.31,10.70%,-5.70%,-5.50%,May 05/b,2.21,2.15,11.14%,32.55%,-21.81%,-45.38%,149.28%,65.4,-0.42%,-1.01%
2767,MPLX,2020-06-04,MPLX LP,Energy,Oil & Gas Midstream,USA,20.93B,-,20.15,2.13%,2162742,8.73,-,2.68,1.70,367.13,-,-55.00%,9.03%,-7.80%,4.51%,75.20%,1.06B,386.26M,0.10%,0.00%,31.10%,-2.54%,5.03%,3.47,5.60M,8.16%,18.46%,4.35%,-13.67%,-35.10%,-20.86%,3.72%,4.78%,2.00,0.39,13.65%,-,-,6.50%,1.10,1.00,1.71,0.00,52.60%,-,-,May 05/b,1.97,0.95,8.59%,27.91%,-10.02%,-38.28%,193.30%,68.66,2.34%,-0.20%
2768,MPV,2020-06-04,Barings Participation Investors,Financial,Closed-End Fund - Debt,USA,129.55M,7.27,12.22,-3.48%,15454,-,-,9.75,0.89,-,-,-,-,-,-,-,10.60M,-,-,-,18.46%,-,-,0.01,26.59K,-2.71%,9.50%,-21.16%,-25.03%,-22.90%,-24.24%,2.89%,4.83%,-,0.58,6.55%,-,-,-,-,-,-,-,-,-,-,-,-,0.55,3.98%,4.19%,-19.01%,-31.64%,66.49%,54.3,-3.93%,0.47%
2769,MPW,2020-06-04,"Medical Properties Trust, Inc.",Real Estate,REIT - Healthcare Facilities,USA,10.30B,23.77,19.42,-0.97%,4224894,16.73,-,10.64,1.45,20.59,-,-68.60%,18.95%,24.50%,-,22.30%,521.08M,521.87M,1.40%,-1.39%,84.90%,0.07%,3.10%,3.03,5.35M,7.00%,15.87%,-17.15%,-7.61%,7.23%,-8.01%,3.61%,3.73%,2.00,0.79,5.56%,2.90%,6.10%,4.00%,-,-,1.10,1.10,97.70%,63.50%,39.00%,Apr 29/a,0.67,0.74,10.38%,14.38%,-0.58%,-20.05%,57.25%,66.5,-0.36%,-0.61%
2770,MPWR,2020-06-04,"Monolithic Power Systems, Inc.",Technology,Semiconductors,USA,10.02B,87.90,229.08,0.73%,329597,43.66,3.52,15.37,12.52,20.49,68.24,1.40%,28.51%,22.10%,25.00%,17.30%,44.46M,43.70M,5.60%,-24.97%,96.60%,0.55%,2.35%,2.52,406.66K,11.66%,16.32%,32.93%,45.50%,82.20%,28.68%,3.27%,3.83%,1.90,0.81,0.87%,12.60%,15.70%,13.00%,6.30,5.10,0.00,0.00,55.20%,17.10%,18.20%,Apr 28/a,1.23,8.61,10.68%,21.08%,34.95%,-0.10%,90.65%,69.11,1.87%,-1.11%
2771,MPX,2020-06-04,Marine Products Corporation,Consumer Cyclical,Recreational Vehicles,USA,424.67M,16.57,12.01,-1.40%,42137,23.10,1.66,1.58,5.18,-,67.41,-2.00%,15.56%,27.60%,10.00%,11.30%,33.17M,7.10M,10.50%,0.00%,14.40%,-0.43%,4.36%,8.09,38.32K,2.56%,27.36%,-7.54%,-20.73%,-14.89%,-16.60%,5.99%,6.10%,3.00,1.1,2.66%,21.80%,30.90%,36.20%,3.30,1.30,0.00,0.00,21.90%,11.20%,9.10%,Apr 29/b,1.17,0.78,15.81%,28.41%,-6.45%,-34.38%,77.40%,68.0,-3.15%,1.81%
2772,MQT,2020-06-04,"BlackRock MuniYield Quality Fund II, Inc.",Financial,Closed-End Fund - Debt,USA,284.23M,7.22,12.6,0.16%,53476,-,-,13.69,0.89,-,-,-,-,-,-,-,22.56M,-,-,-,26.61%,-,-,0.26,81.87K,1.69%,5.35%,-7.08%,-3.08%,1.04%,-3.08%,0.94%,1.03%,-,0.65,4.21%,-,-,-,-,-,-,-,-,-,-,-,-,0.16,3.08%,4.00%,-1.16%,-8.03%,35.50%,68.37,0.32%,-0.16%
2773,MQY,2020-06-04,"BlackRock MuniYield Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA,465.60M,7.41,15.16,0.53%,88256,-,-,14.54,0.94,-,-,-,-,-,-,-,30.71M,-,-,-,19.79%,-,-,0.47,132.67K,4.48%,8.13%,-2.51%,0.34%,4.92%,0.73%,1.77%,1.38%,-,0.67,4.22%,-,-,-,-,-,-,-,-,-,-,-,-,0.22,4.99%,6.48%,2.41%,-4.17%,35.84%,75.12,1.40%,-0.86%
2774,MR,2020-06-04,Montage Resources Corporation,Energy,Oil & Gas E&P,USA,200.65M,3.82,5.85,0.52%,528527,-,0.15,0.32,0.21,27.49,0.70,-2.50%,7.60%,15.40%,25.90%,35.70%,35.77M,20.34M,0.40%,0.00%,73.00%,-13.73%,11.79%,2.85,841.92K,-0.17%,-8.16%,101.03%,16.53%,-19.42%,-26.32%,7.25%,8.87%,2.20,0.63,-,2.50%,4.90%,2.50%,0.60,0.60,0.65,0.65,83.30%,3.40%,7.80%,May 07/a,3.92,0.51,2.60%,21.74%,29.22%,-29.52%,194.71%,56.92,2.09%,-1.55%
2775,MRAM,2020-06-04,"Everspin Technologies, Inc.",Technology,Semiconductors,USA,120.97M,-,6.34,0.32%,96301,21.06,-,3.22,5.71,8.64,-,21.90%,164.70%,-0.80%,20.00%,8.50%,18.06M,16.39M,3.50%,-4.28%,55.30%,-8.18%,2.62%,0.73,586.42K,5.32%,91.54%,87.57%,24.56%,-7.98%,20.53%,6.65%,12.43%,1.50,0.16,-,-34.10%,-64.60%,-54.80%,4.30,3.10,0.33,0.40,50.30%,-31.40%,-32.30%,May 07/a,2.59,0.58,10.40%,61.04%,30.08%,-19.24%,262.29%,66.3,0.63%,-0.32%
2776,MRC,2020-06-04,MRC Global Inc.,Energy,Oil & Gas Equipment & Services,USA,564.53M,49.34,6.76,5.63%,1119893,-,3.29,0.16,0.90,20.16,1.88,-51.10%,-12.00%,-29.10%,15.00%,-9.20%,81.70M,78.57M,2.80%,23.72%,-,2.29%,5.25%,3.2,1.29M,12.11%,57.94%,-16.65%,-47.68%,-55.79%,-50.44%,6.19%,6.66%,2.30,0.87,-,0.20%,0.90%,6.90%,2.40,1.00,0.84,0.84,18.00%,2.60%,0.20%,Apr 28/a,2.33,0.43,27.84%,43.92%,-32.64%,-61.74%,104.23%,72.41,5.63%,0.00%
2777,MRCC,2020-06-04,Monroe Capital Corporation,Financial,Mortgage Finance,USA,169.08M,-,8.27,1.10%,118491,7.44,-,2.52,0.82,18.18,-,226.80%,-5.12%,-8.30%,5.00%,17.90%,20.45M,19.89M,1.20%,88.73%,20.00%,-15.27%,2.47%,1.98,248.79K,9.54%,11.01%,-23.50%,-27.01%,-27.96%,-23.85%,4.01%,5.28%,2.10,0.48,12.09%,-3.80%,-10.40%,4.50%,-,-,2.03,0.00,45.00%,42.80%,-37.40%,May 08/a,1.31,0.41,12.62%,14.44%,-15.28%,-31.62%,132.30%,65.52,0.98%,0.12%
2778,MRCY,2020-06-04,"Mercury Systems, Inc.",Industrials,Aerospace & Defense,USA,4.81B,66.21,87.07,-2.52%,367944,36.74,3.08,6.36,3.52,11.81,66.96,12.10%,10.08%,56.30%,21.50%,25.70%,54.60M,54.50M,1.10%,-14.84%,98.27%,3.36%,3.41%,4.4,422.39K,-1.88%,-0.06%,8.93%,23.07%,27.82%,25.99%,3.14%,3.41%,1.90,0.87,-,4.60%,5.40%,5.00%,6.50,5.20,0.15,0.15,45.00%,11.20%,9.40%,Apr 28/a,1.00,3.67,0.46%,7.53%,12.69%,-9.58%,66.67%,53.53,-1.10%,-1.43%
2779,MREO,2020-06-04,Mereo BioPharma Group plc,Healthcare,Biotechnology,United Kingdom,75.95M,-,3.05,55.61%,3863693,-,-,-,-,-,-,-,7.90%,-,-,-,24.90M,9.95M,1.06%,0.00%,15.33%,-,0.06%,0.05,119.00K,144.00%,150.00%,63.12%,39.32%,-28.57%,-7.01%,35.07%,15.47%,1.00,32.47,-,-,-,-,-,-,-,-,-,-,-,-,-,0.34,128.69%,146.80%,41.58%,-38.76%,342.03%,87.73,1.67%,53.06%
2780,MRK,2020-06-04,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,USA,206.57B,20.52,81.55,-0.62%,8782662,13.52,3.42,4.30,7.88,27.79,66.02,58.90%,13.28%,-1.10%,6.00%,2.10%,2.53B,2.52B,0.10%,-4.24%,77.60%,-1.03%,0.75%,1.45,13.12M,3.18%,4.54%,-0.04%,-6.67%,-0.17%,-10.34%,2.22%,2.19%,1.90,0.67,2.99%,12.10%,38.10%,19.20%,1.10,0.90,0.83,1.07,72.20%,25.50%,21.10%,Apr 28/b,0.50,1.95,4.15%,3.86%,-2.01%,-11.97%,24.98%,58.27,0.34%,-0.96%
2781,MRKR,2020-06-04,"Marker Therapeutics, Inc.",Healthcare,Biotechnology,USA,110.86M,-,2.19,-3.10%,229284,-,-,554.29,2.55,2.75,-,93.90%,35.30%,54.40%,-,-,46.08M,31.77M,8.70%,0.00%,32.90%,-3.10%,14.22%,8.73,517.79K,-11.34%,-8.75%,-16.73%,-27.00%,-60.54%,-23.96%,9.39%,9.00%,1.60,0.44,-,-46.20%,-49.40%,-51.10%,13.30,13.30,0.00,0.00,-,-,-,May 11/a,0.55,0.23,-9.35%,0.59%,-32.83%,-76.12%,64.66%,44.83,-1.35%,-1.77%
2782,MRLN,2020-06-04,Marlin Business Services Corp.,Financial,Credit Services,USA,100.22M,10.79,8.5,5.20%,68168,5.90,0.90,0.82,0.54,0.45,2.12,9.80%,16.40%,8.00%,12.00%,8.50%,11.88M,11.06M,0.80%,0.00%,88.00%,-1.74%,1.03%,1.71,66.50K,14.40%,-9.77%,-57.90%,-60.08%,-63.03%,-61.33%,7.13%,10.19%,2.00,1.03,6.59%,0.80%,4.80%,2.60%,-,-,0.33,5.33,-,11.90%,8.10%,Apr 30/a,0.86,0.96,11.33%,9.10%,-52.82%,-66.59%,82.40%,58.77,5.99%,-0.74%
2783,MRNA,2020-06-04,"Moderna, Inc.",Healthcare,Biotechnology,USA,21.21B,-,60.59,1.17%,13423686,-,-,403.32,13.03,17.42,-,-27.10%,14.90%,-,16.80%,-,353.11M,308.97M,2.60%,-33.53%,50.20%,11.89%,6.47%,0.93,21.45M,9.09%,22.80%,116.32%,184.73%,242.32%,209.76%,7.94%,10.32%,2.00,0.63,-,-29.20%,-37.40%,-44.90%,9.30,9.30,0.02,0.02,-,-,-,May 07/b,-,6.36,-3.61%,24.39%,128.45%,-30.36%,425.04%,53.17,-1.66%,2.87%
2784,MRNS,2020-06-04,"Marinus Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,254.27M,-,2.66,2.70%,887114,-,-,-,5.32,3.27,-,-10.60%,15.60%,14.50%,20.00%,-,86.66M,86.19M,0.10%,102.12%,77.90%,12.92%,8.42%,7.0,1.04M,-5.00%,35.71%,0.76%,125.42%,-42.42%,23.15%,6.94%,11.21%,1.40,0.86,-,-96.00%,-151.00%,-,7.70,7.70,0.00,0.00,-,-,-,May 04/b,2.19,0.25,5.38%,24.75%,47.08%,-44.93%,245.45%,57.31,2.70%,0.00%
2785,MRO,2020-06-04,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,5.26B,19.47,6.23,4.71%,46966419,-,3.26,1.01,0.41,5.20,1.59,-54.20%,34.00%,-16.00%,5.97%,-14.60%,794.00M,788.05M,0.40%,4.54%,84.80%,-2.96%,8.29%,1.36,48.00M,9.30%,12.66%,-20.13%,-47.02%,-52.77%,-54.12%,5.48%,5.71%,2.70,0.98,-,1.30%,2.10%,4.10%,1.30,1.30,0.46,0.00,86.80%,11.10%,5.00%,May 06/a,3.41,0.38,7.59%,27.12%,-36.10%,-57.62%,106.29%,62.04,5.06%,-0.34%
2786,MRSN,2020-06-04,"Mersana Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.02B,-,19.94,-1.26%,1121439,-,-,929.62,15.23,13.03,-,76.80%,5.50%,-,-,-,47.99M,51.27M,0.90%,-,70.30%,14.21%,4.83%,1.18,2.09M,1.30%,114.69%,156.03%,392.47%,399.87%,248.08%,11.35%,11.86%,1.70,0.54,-,-57.70%,-78.20%,-36.10%,4.60,4.60,0.06,0.08,-,-,-,May 29/b,-,1.86,51.55%,99.84%,248.22%,-14.76%,1410.98%,72.84,-2.23%,0.99%
2787,MRTN,2020-06-04,"Marten Transport, Ltd.",Industrials,Trucking,USA,1.35B,22.52,25.0,-1.57%,276206,21.74,2.25,1.57,2.25,37.42,12.17,11.10%,19.17%,15.80%,10.00%,4.60%,54.81M,38.85M,22.70%,-1.17%,72.10%,1.92%,2.46%,3.22,296.66K,-0.83%,1.38%,24.13%,19.96%,43.61%,16.33%,3.50%,3.95%,2.00,0.93,0.64%,7.70%,10.20%,10.00%,1.80,1.80,0.00,0.00,34.30%,8.90%,7.10%,Apr 16/a,0.99,1.05,1.78%,10.07%,16.93%,-5.98%,56.15%,54.88,-0.60%,-0.98%
2788,MRTX,2020-06-04,"Mirati Therapeutics, Inc.",Healthcare,Biotechnology,USA,4.23B,-,93.41,-4.61%,326935,-,-,1763.89,6.11,6.09,-,-78.70%,-6.90%,-11.90%,-,-,42.89M,36.26M,4.70%,-2.25%,-,13.36%,16.53%,10.59,566.33K,-9.31%,1.52%,4.74%,-10.87%,-6.24%,-27.51%,5.35%,5.81%,1.90,0.58,-,-48.90%,-53.30%,-,12.60,12.60,0.00,0.00,-,-,-,Mar 05/b,1.85,5.7,-7.73%,3.19%,1.72%,-29.55%,41.51%,45.6,-4.07%,-0.56%
2789,MRUS,2020-06-04,Merus N.V.,Healthcare,Biotechnology,Netherlands,486.09M,-,16.16,4.87%,255190,-,-,16.94,4.08,2.27,-,-79.30%,-8.30%,-13.20%,-,88.60%,28.95M,25.45M,11.40%,106.11%,76.00%,0.73%,0.89%,1.53,148.12K,14.29%,17.36%,-9.82%,-2.24%,24.98%,14.77%,8.73%,9.42%,1.60,1.72,-,-,-,-44.80%,6.30,6.30,0.00,0.00,-,-,-,Apr 01/b,0.78,1.43,9.12%,17.63%,2.73%,-22.86%,58.65%,61.49,-0.43%,5.32%
2790,MRVL,2020-06-04,Marvell Technology Group Ltd.,Technology,Semiconductors,Bermuda,23.81B,16.03,35.89,-0.19%,10811222,25.58,0.40,8.82,2.79,-,212.44,873.60%,51.19%,20.30%,40.50%,-5.80%,663.55M,656.92M,0.20%,-6.56%,96.30%,-5.45%,3.45%,2.08,10.90M,19.75%,36.62%,43.96%,42.65%,54.90%,35.13%,4.61%,3.98%,2.00,0.99,0.67%,-,-,16.50%,2.10,1.70,0.17,0.17,50.30%,-,-,May 28/a,1.04,1.4,23.53%,35.57%,42.39%,-2.68%,118.18%,82.82,0.53%,-0.72%
2791,MS,2020-06-04,Morgan Stanley,Financial,Capital Markets,USA,77.07B,10.13,48.69,3.79%,15193324,10.89,-,1.49,0.98,0.59,1.76,9.70%,24.26%,26.40%,-0.36%,7.20%,1.56B,1.19B,24.20%,0.03%,65.50%,3.52%,4.94%,3.26,18.10M,9.66%,28.20%,14.32%,1.21%,14.75%,-4.75%,3.04%,3.68%,2.20,0.84,2.88%,0.90%,10.40%,1.80%,-,-,2.52,6.15,73.20%,20.20%,15.00%,Apr 16/b,1.47,1.81,18.18%,25.39%,8.76%,-15.42%,79.01%,70.38,4.24%,-0.43%
2792,MSA,2020-06-04,MSA Safety Incorporated,Industrials,Security & Protection Services,USA,4.75B,29.82,119.0,-2.27%,196245,23.85,1.66,3.35,6.52,24.68,64.25,11.00%,11.46%,8.80%,18.00%,4.30%,38.82M,36.02M,3.10%,-6.74%,80.60%,1.04%,5.48%,6.77,291.61K,-2.55%,3.66%,-7.89%,-3.01%,16.18%,-5.82%,2.66%,3.08%,2.00,0.67,1.45%,9.10%,22.30%,13.10%,2.70,1.90,0.50,0.52,45.40%,15.00%,11.10%,Apr 29/a,1.10,4.57,0.17%,9.19%,1.01%,-16.40%,42.40%,54.52,-0.92%,-1.36%
2793,MSB,2020-06-04,Mesabi Trust,Basic Materials,Steel,USA,256.10M,8.52,19.52,0.57%,65568,-,-,8.00,21.69,10.90,-,-34.00%,-,3.90%,-,4.20%,13.12M,13.11M,0.07%,0.00%,13.90%,-16.64%,0.38%,0.49,100.16K,8.38%,39.33%,6.90%,-13.63%,-33.10%,-17.08%,5.73%,6.90%,-,0.65,11.48%,122.50%,203.80%,254.70%,2.00,2.00,0.00,0.00,-,94.00%,94.00%,-,0.85,1.12,21.99%,34.88%,-2.49%,-38.03%,100.00%,68.29,0.05%,0.52%
2794,MSBF,2020-06-04,MSB Financial Corp.,Financial,Banks - Regional,USA,70.35M,16.52,13.4,3.08%,567,-,-,2.85,1.02,4.60,-,-10.60%,-,83.20%,-,32.70%,5.02M,4.52M,12.89%,0.00%,31.10%,-,0.07%,0.73,4.22K,6.10%,6.59%,-14.46%,-8.61%,-15.99%,-24.20%,4.14%,4.64%,-,0.13,-,0.70%,6.30%,24.30%,-,-,0.00,0.00,-,70.80%,16.70%,-,0.66,0.64,12.38%,14.33%,-9.59%,-26.27%,36.99%,63.96,8.06%,-4.62%
2795,MSBI,2020-06-04,"Midland States Bancorp, Inc.",Financial,Banks - Regional,USA,388.57M,9.19,16.05,1.26%,98121,9.62,1.31,1.55,0.62,0.86,5.14,36.20%,16.71%,60.30%,7.00%,27.80%,24.43M,20.89M,3.80%,-3.60%,55.50%,0.55%,3.33%,4.6,151.43K,2.75%,7.43%,-30.73%,-42.25%,-35.88%,-44.58%,4.74%,5.70%,2.70,0.65,6.67%,0.70%,6.60%,17.60%,-,-,0.35,0.35,-,66.20%,17.10%,Apr 23/a,1.13,1.0,8.38%,2.75%,-32.25%,-45.59%,28.50%,54.5,1.65%,-0.38%
2796,MSC,2020-06-04,Studio City International Holdings Limited,Consumer Cyclical,Resorts & Casinos,Hong Kong,1.30B,29.71,16.49,4.96%,754,-,-,2.07,1.56,5.10,-,223.10%,83.60%,-,-,-,78.58M,6.95M,19.51%,0.00%,22.10%,0.10%,0.00%,0.08,1.28K,3.45%,-12.80%,-16.82%,-15.44%,13.72%,-16.51%,6.29%,4.23%,4.00,0.59,-,-,-,7.50%,3.60,3.50,1.30,0.00,78.20%,12.20%,-,Feb 18/b,-,1.34,-1.03%,-8.61%,-13.78%,-22.29%,32.13%,48.67,0.00%,4.96%
2797,MSCI,2020-06-04,MSCI Inc.,Financial,Financial Data & Stock Exchanges,USA,25.56B,49.93,311.58,-2.20%,726771,39.87,4.71,15.94,-,23.96,53.20,19.00%,12.25%,31.10%,10.60%,9.30%,84.87M,80.94M,0.70%,-1.61%,95.90%,0.39%,1.50%,1.51,802.19K,-3.44%,-7.64%,3.55%,22.50%,32.87%,20.68%,3.73%,3.80%,2.50,0.91,0.87%,14.20%,-263.30%,23.90%,2.00,2.00,-,-,82.10%,50.00%,33.30%,Apr 28/b,0.94,13.46,-6.71%,-1.64%,14.89%,-12.64%,50.65%,42.38,-1.03%,-1.18%
2798,MSD,2020-06-04,"Morgan Stanley Emerging Markets Debt Fund, Inc.",Financial,Closed-End Fund - Debt,USA,176.14M,6.41,8.64,-0.23%,36109,-,-,13.44,0.82,-,-,-,-,-,-,-,20.39M,-,-,-,33.82%,-,-,0.72,154.78K,2.86%,11.05%,-10.37%,-8.86%,-5.98%,-10.74%,1.40%,1.22%,-,0.23,5.56%,-,-,-,-,-,-,-,-,-,-,-,-,0.12,5.12%,10.05%,-4.06%,-13.73%,41.41%,76.92,-0.69%,0.46%
2799,MSEX,2020-06-04,Middlesex Water Company,Utilities,Utilities - Regulated Water,USA,1.16B,33.37,68.45,-1.85%,35427,30.97,12.36,8.55,3.64,75.34,-,2.60%,5.89%,12.30%,2.70%,2.80%,17.44M,16.84M,1.30%,-2.33%,62.60%,-0.28%,1.71%,3.67,78.65K,3.81%,10.74%,4.23%,11.19%,14.85%,7.68%,3.20%,3.26%,1.30,0.45,1.49%,3.90%,11.70%,6.60%,0.50,0.40,0.72,0.84,-,25.80%,25.70%,Mar 06,0.25,2.15,7.49%,12.09%,9.18%,-3.94%,40.30%,63.27,-1.38%,-0.47%
2800,MSFT,2020-06-04,Microsoft Corporation,Technology,Software - Infrastructure,USA,1373.16B,32.27,182.92,-1.32%,28659255,29.44,2.12,9.90,12.15,9.98,48.06,22.20%,9.17%,12.50%,15.22%,7.70%,7.60B,7.48B,0.10%,-4.77%,73.30%,-1.53%,0.59%,0.88,50.39M,0.84%,1.19%,10.01%,22.51%,45.37%,15.99%,1.65%,2.12%,1.70,0.57,1.12%,16.30%,42.70%,19.90%,2.90,2.90,0.62,0.66,68.20%,37.40%,33.40%,Apr 29/a,0.94,4.01,-0.20%,5.50%,16.22%,-4.08%,51.61%,54.97,-0.75%,-0.57%
2801,MSGE,2020-06-04,Madison Square Garden Entertainment Corp.,Communication Services,Entertainment,USA,1.94B,-,81.0,3.73%,363906,-,-,1.97,-,1.45,-,-359.40%,33.30%,-,-,-,23.96M,14.86M,0.30%,-8.23%,7.15%,-,11.00%,4.37,374.22K,2.47%,1.55%,-,-,-,-8.48%,5.08%,5.59%,1.50,0.97,-,-,-,-1.90%,2.60,2.60,0.01,0.01,35.30%,-21.20%,-16.80%,-,-,4.31,5.30%,5.10%,5.10%,-19.00%,38.06%,-,4.07%,-0.33%
2802,MSGN,2020-06-04,MSG Networks Inc.,Communication Services,Entertainment,USA,736.88M,5.09,12.93,0.00%,433949,5.11,0.75,1.05,-,5.33,3.67,-35.40%,-5.31%,6.10%,6.80%,0.20%,60.01M,40.81M,0.30%,-42.08%,-,-8.67%,27.04%,13.94,791.24K,3.94%,21.98%,1.41%,-18.58%,-40.14%,-25.69%,6.48%,5.24%,3.30,0.55,-,19.80%,-28.90%,40.60%,3.90,3.90,-,-,56.30%,39.80%,24.30%,-,1.03,0.71,4.88%,13.40%,-12.21%,-41.55%,51.85%,58.97,0.39%,-0.39%
2803,MSGS,2020-06-04,Madison Square Garden Sports Corp.,Communication Services,Entertainment,USA,4.11B,-,174.8,-1.37%,117146,615.49,-,2.68,1.64,3.07,-,-59.40%,-,16.00%,-,12.30%,24.00M,16.48M,0.10%,0.00%,92.10%,3.26%,9.31%,3.55,432.01K,4.60%,4.03%,-2.66%,-11.11%,-19.64%,-16.68%,2.87%,3.40%,-,0.27,-,-4.40%,-6.80%,-0.60%,2.00,2.00,0.15,0.15,39.70%,-14.60%,-11.60%,May 11/b,0.96,5.94,5.10%,5.35%,-6.76%,-22.52%,34.34%,60.03,-0.74%,-0.63%
2804,MSI,2020-06-04,"Motorola Solutions, Inc.",Technology,Communication Equipment,USA,25.48B,28.73,149.23,0.92%,2187428,17.52,2.78,3.23,-,15.24,20.30,-4.10%,14.09%,30.20%,10.32%,6.00%,170.60M,169.33M,0.20%,-62.16%,90.70%,1.44%,1.37%,1.38,1.68M,9.83%,5.97%,-17.30%,-9.48%,-7.10%,-7.39%,3.10%,3.25%,1.80,1.3,1.72%,8.80%,-98.30%,31.30%,1.20,1.00,-,-,50.00%,19.70%,11.60%,May 07/a,0.67,4.74,10.52%,6.41%,-7.64%,-20.41%,23.57%,63.47,1.76%,-0.83%
2805,MSM,2020-06-04,"MSC Industrial Direct Co., Inc.",Industrials,Industrial Distribution,USA,4.08B,14.99,72.16,-0.19%,475567,17.22,9.99,1.23,3.18,90.96,23.75,2.30%,0.89%,6.70%,1.50%,3.80%,55.47M,44.48M,0.30%,-31.90%,93.70%,-2.61%,3.97%,2.56,690.37K,2.15%,22.12%,18.20%,8.03%,6.45%,-1.65%,2.42%,3.27%,2.90,0.69,4.16%,11.40%,18.80%,15.90%,1.70,0.90,0.21,0.54,42.20%,11.10%,8.00%,Apr 08/b,0.96,2.2,11.39%,19.98%,10.27%,-3.37%,60.61%,69.66,0.38%,-0.57%
2806,MSON,2020-06-04,"Misonix, Inc.",Healthcare,Medical Devices,USA,234.48M,-,13.85,-0.79%,111985,-,-,4.01,1.49,5.91,-,-17.90%,48.10%,-48.60%,30.00%,17.90%,16.62M,13.22M,9.60%,0.92%,39.30%,26.72%,3.00%,4.16,95.36K,1.99%,21.81%,1.09%,-30.40%,-45.30%,-25.58%,6.35%,9.67%,1.30,1.17,-,-7.60%,-10.40%,-34.30%,4.90,4.00,0.25,0.26,70.20%,-24.30%,-19.20%,-,1.29,1.15,13.74%,22.78%,-13.51%,-49.71%,106.41%,61.84,-0.50%,-0.29%
2807,MSTR,2020-06-04,MicroStrategy Incorporated,Technology,Software - Application,USA,1.23B,30.08,125.3,-3.34%,61842,48.12,3.01,2.55,2.71,2.28,20.98,95.70%,23.88%,49.60%,10.00%,-3.50%,9.98M,7.72M,0.10%,25.54%,97.30%,-3.07%,3.24%,3.03,82.56K,-0.03%,3.72%,-8.46%,-16.46%,-6.76%,-12.15%,3.27%,2.89%,2.50,0.75,-,4.80%,8.60%,-1.00%,2.70,2.70,0.00,0.00,79.60%,1.90%,8.90%,Apr 28/a,0.62,4.07,2.91%,3.80%,-9.40%,-24.06%,39.22%,54.87,-2.14%,-1.23%
