Ticker,Company,Sector,Industry,Country
LTRPB,"Liberty TripAdvisor Holdings, Inc.",Communication Services,Internet Content & Information,USA
LTRX,"Lantronix, Inc.",Technology,Communication Equipment,USA
LUB,"Luby's, Inc.",Consumer Cyclical,Restaurants,USA
LULU,Lululemon Athletica Inc.,Consumer Cyclical,Apparel Retail,Canada
LUMO,"Lumos Pharma, Inc.",Healthcare,Biotechnology,USA
LUNA,Luna Innovations Incorporated,Technology,Scientific & Technical Instruments,USA
LUV,Southwest Airlines Co.,Industrials,Airlines,USA
LVGO,"Livongo Health, Inc.",Healthcare,Medical Devices,USA
LVHB,Innovator Lunt Low Vol/High Beta Tactical ETF,Financial,Exchange Traded Fund,USA
LVHD,Legg Mason Low Volatility High Dividend ETF,Financial,Exchange Traded Fund,USA
LVHI,Legg Mason International Low Volatility High Dividend ETF,Financial,Exchange Traded Fund,USA
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,USA
LVUS,Hartford Multifactor Low Volatility US Equity ETF,Financial,Exchange Traded Fund,USA
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,USA
LWAY,"Lifeway Foods, Inc.",Consumer Defensive,Packaged Foods,USA
LX,LexinFintech Holdings Ltd.,Financial,Credit Services,China
LXFR,Luxfer Holdings PLC,Industrials,Specialty Industrial Machinery,United Kingdom
LXP,Lexington Realty Trust,Real Estate,REIT - Diversified,USA
LXRX,"Lexicon Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
LXU,"LSB Industries, Inc.",Basic Materials,Chemicals,USA
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,USA
LYFT,"Lyft, Inc.",Technology,Software - Application,USA
LYG,Lloyds Banking Group plc,Financial,Banks - Regional,United Kingdom
LYL,Dragon Victory International Limited,Financial,Credit Services,China
LYRA,"Lyra Therapeutics, Inc.",Healthcare,Biotechnology,USA
LYTS,LSI Industries Inc.,Technology,Electronic Components,USA
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,USA
LZB,La-Z-Boy Incorporated,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA
M,"Macy's, Inc.",Consumer Cyclical,Department Stores,USA
MA,Mastercard Incorporated,Financial,Credit Services,USA
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,REIT - Residential,USA
MAAX,VanEck Vectors Municipal Allocation ETF,Financial,Exchange Traded Fund,USA
MAC,The Macerich Company,Real Estate,REIT - Retail,USA
MACK,"Merrimack Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
MAG,MAG Silver Corp.,Basic Materials,Silver,Canada
MAGA,Point Bridge GOP Stock Tracker ETF,Financial,Exchange Traded Fund,USA
MAGS,Magal Security Systems Ltd.,Industrials,Security & Protection Services,Israel
MAIN,Main Street Capital Corporation,Financial,Asset Management,USA
MAN,ManpowerGroup Inc.,Industrials,Staffing & Employment Services,USA
MANH,"Manhattan Associates, Inc.",Technology,Software - Application,USA
MANT,ManTech International Corporation,Technology,Software - Application,USA
MANU,Manchester United plc,Consumer Cyclical,Leisure,United Kingdom
MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,USA
MARA,"Marathon Patent Group, Inc.",Financial,Capital Markets,USA
MARB,First Trust Vivaldi Merger Arbitrage ETF,Financial,Exchange Traded Fund,USA
MARK,"Remark Holdings, Inc.",Communication Services,Internet Content & Information,USA
MARPS,Marine Petroleum Trust,Energy,Oil & Gas Equipment & Services,USA
MAS,Masco Corporation,Industrials,Building Products & Equipment,USA
MASI,Masimo Corporation,Healthcare,Medical Instruments & Supplies,USA
MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA
MATW,Matthews International Corporation,Industrials,Conglomerates,USA
MATX,"Matson, Inc.",Industrials,Marine Shipping,USA
MAV,Pioneer Municipal High Income Advantage Trust,Financial,Closed-End Fund - Debt,USA
MAXR,Maxar Technologies Inc.,Technology,Communication Equipment,USA
MAYS,"J.W. Mays, Inc.",Real Estate,Real Estate Services,USA
MBB,iShares MBS ETF,Financial,Exchange Traded Fund,USA
MBI,MBIA Inc.,Financial,Insurance - Specialty,USA
MBII,"Marrone Bio Innovations, Inc.",Basic Materials,Agricultural Inputs,USA
MBIN,Merchants Bancorp,Financial,Banks - Regional,USA
MBIO,"Mustang Bio, Inc.",Healthcare,Biotechnology,USA
MBNKP,Medallion Bank,Financial,Credit Services,USA
MBOT,Microbot Medical Inc.,Healthcare,Medical Instruments & Supplies,USA
MBRX,"Moleculin Biotech, Inc.",Healthcare,Biotechnology,USA
MBSD,FlexShares Disciplined Duration MBS Index Fund,Financial,Exchange Traded Fund,USA
MBT,Mobile TeleSystems Public Joint Stock Company,Communication Services,Telecom Services,Russia
MBUU,"Malibu Boats, Inc.",Consumer Cyclical,Recreational Vehicles,USA
MBWM,Mercantile Bank Corporation,Financial,Banks - Regional,USA
MC,Moelis & Company,Financial,Capital Markets,USA
MCA,"BlackRock MuniYield California Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MCB,Metropolitan Bank Holding Corp.,Financial,Banks - Regional,USA
MCBC,Macatawa Bank Corporation,Financial,Banks - Regional,USA
MCBS,"MetroCity Bankshares, Inc.",Financial,Banks - Regional,USA
MCC,Medley Capital Corporation,Financial,Closed-End Fund - Equity,USA
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,USA
MCEF,First Trust Municipal CEF Income Opportunity ETF,Financial,Exchange Traded Fund,USA
MCEP,"Mid-Con Energy Partners, LP",Energy,Oil & Gas E&P,USA
MCF,Contango Oil & Gas Company,Energy,Oil & Gas E&P,USA
MCFT,"MasterCraft Boat Holdings, Inc.",Consumer Cyclical,Recreational Vehicles,USA
MCHI,iShares MSCI China ETF,Financial,Exchange Traded Fund,USA
MCHP,Microchip Technology Incorporated,Technology,Semiconductors,USA
MCHX,"Marchex, Inc.",Communication Services,Advertising Agencies,USA
MCI,Barings Corporate Investors,Financial,Closed-End Fund - Debt,USA
MCK,McKesson Corporation,Healthcare,Medical Distribution,USA
MCN,Madison Covered Call & Equity Strategy Fund,Financial,Closed-End Fund - Equity,USA
MCO,Moody's Corporation,Financial,Financial Data & Stock Exchanges,USA
MCR,MFS Charter Income Trust,Financial,Closed-End Fund - Debt,USA
MCRB,"Seres Therapeutics, Inc.",Healthcare,Biotechnology,USA
MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,Resorts & Casinos,USA
MCRO,IQ Hedge Macro Tracker ETF,Financial,Exchange Traded Fund,USA
MCS,The Marcus Corporation,Communication Services,Entertainment,USA
MCY,Mercury General Corporation,Financial,Insurance - Property & Casualty,USA
MD,"MEDNAX, Inc.",Healthcare,Medical Care Facilities,USA
MDB,"MongoDB, Inc.",Technology,Software - Infrastructure,USA
MDC,"M.D.C. Holdings, Inc.",Consumer Cyclical,Residential Construction,USA
MDCA,MDC Partners Inc.,Communication Services,Advertising Agencies,USA
MDGL,"Madrigal Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
MDGS,Medigus Ltd.,Healthcare,Medical Devices,Israel
MDIV,First Trust Multi-Asset Diversified Income Index Fund,Financial,Exchange Traded Fund,USA
MDJH,MDJM Ltd.,Real Estate,Real Estate Services,China
MDLA,"Medallia, Inc.",Technology,Software - Application,USA
MDLY,Medley Management Inc.,Financial,Asset Management,USA
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,USA
MDP,Meredith Corporation,Communication Services,Publishing,USA
MDRX,"Allscripts Healthcare Solutions, Inc.",Healthcare,Health Information Services,USA
MDT,Medtronic plc,Healthcare,Medical Devices,Ireland
MDU,"MDU Resources Group, Inc.",Basic Materials,Building Materials,USA
MDWD,MediWound Ltd.,Healthcare,Biotechnology,Israel
MDY,SPDR S&P MIDCAP 400 ETF Trust,Financial,Exchange Traded Fund,USA
MDYG,SPDR S&P 400 Mid Cap Growth ETF,Financial,Exchange Traded Fund,USA
MDYV,SPDR S&P 400 Mid Cap Value ETF,Financial,Exchange Traded Fund,USA
MEAR,iShares Short Maturity Municipal Bond ETF,Financial,Exchange Traded Fund,USA
MEC,"Mayville Engineering Company, Inc.",Industrials,Metal Fabrication,USA
MED,"Medifast, Inc.",Consumer Cyclical,Personal Services,USA
MEDP,"Medpace Holdings, Inc.",Healthcare,Diagnostics & Research,USA
MEDS,"Trxade Group, Inc.",Healthcare,Pharmaceutical Retailers,USA
MEET,"The Meet Group, Inc.",Communication Services,Internet Content & Information,USA
MEI,"Methode Electronics, Inc.",Technology,Electronic Components,USA
MEIP,"MEI Pharma, Inc.",Healthcare,Biotechnology,USA
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,Argentina
MEN,"BlackRock MuniEnhanced Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MEOH,Methanex Corporation,Basic Materials,Chemicals,Canada
MERC,Mercer International Inc.,Basic Materials,Paper & Paper Products,Canada
MESA,"Mesa Air Group, Inc.",Industrials,Airlines,USA
MESO,Mesoblast Limited,Healthcare,Biotechnology,Australia
MET,"MetLife, Inc.",Financial,Insurance - Life,USA
METC,"Ramaco Resources, Inc.",Basic Materials,Coking Coal,USA
METX,Meten EdtechX Education Group Ltd.,Consumer Defensive,Education & Training Services,China
MEXX,Direxion Daily MSCI Mexico Bull 3X Shares,Financial,Exchange Traded Fund,USA
MFA,"MFA Financial, Inc.",Real Estate,REIT - Mortgage,USA
MFAC,Megalith Financial Acquisition Corp.,Financial,Shell Companies,USA
MFC,Manulife Financial Corporation,Financial,Insurance - Life,Canada
MFD,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund,Financial,Closed-End Fund - Equity,USA
MFDX,PIMCO RAFI Dynamic Multi-Factor International Equity ETF,Financial,Exchange Traded Fund,USA
MFEM,PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF,Financial,Exchange Traded Fund,USA
MFG,"Mizuho Financial Group, Inc.",Financial,Banks - Regional,Japan
MFGP,Micro Focus International plc,Technology,Software - Infrastructure,United Kingdom
MFH,Mercurity Fintech Holding Inc.,Consumer Cyclical,Internet Retail,USA
MFIN,Medallion Financial Corp.,Financial,Credit Services,USA
MFL,BlackRock MuniHoldings Investment Quality Fund,Financial,Closed-End Fund - Debt,USA
MFM,MFS Municipal Income Trust,Financial,Closed-End Fund - Debt,USA
MFMS,MFAM Small-Cap Growth ETF,Financial,Exchange Traded Fund,USA
MFNC,Mackinac Financial Corporation,Financial,Banks - Regional,USA
MFT,BlackRock MuniYield Investment Quality Fund,Financial,Closed-End Fund - Debt,USA
MFUS,PIMCO RAFI Dynamic Multi-Factor U.S. Equity ETF,Financial,Exchange Traded Fund,USA
MFV,MFS Special Value Trust,Financial,Closed-End Fund - Debt,USA
MG,"Mistras Group, Inc.",Industrials,Security & Protection Services,USA
MGA,Magna International Inc.,Consumer Cyclical,Auto Parts,Canada
MGC,Vanguard Mega Cap Index Fund ETF Shares,Financial,Exchange Traded Fund,USA
MGEE,"MGE Energy, Inc.",Utilities,Utilities - Diversified,USA
MGEN,Miragen Therapeutics,Healthcare,Biotechnology,USA
MGF,MFS Government Markets Income Trust,Financial,Closed-End Fund - Debt,USA
MGI,"MoneyGram International, Inc.",Financial,Credit Services,USA
MGIC,Magic Software Enterprises Ltd.,Technology,Software - Application,Israel
MGK,Vanguard Mega Cap Growth Index Fund ETF Shares,Financial,Exchange Traded Fund,USA
MGLN,"Magellan Health, Inc.",Healthcare,Healthcare Plans,USA
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,USA
MGNX,"MacroGenics, Inc.",Healthcare,Biotechnology,USA
MGP,MGM Growth Properties LLC,Real Estate,REIT - Diversified,USA
MGPI,"MGP Ingredients, Inc.",Consumer Defensive,Packaged Foods,USA
MGRC,McGrath RentCorp,Industrials,Rental & Leasing Services,USA
MGTA,"Magenta Therapeutics, Inc.",Healthcare,Biotechnology,USA
MGTX,MeiraGTx Holdings plc,Healthcare,Biotechnology,USA
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,Financial,Closed-End Fund - Foreign,USA
MGV,Vanguard Mega Cap Value Index Fund ETF Shares,Financial,Exchange Traded Fund,USA
MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,USA
MGYR,"Magyar Bancorp, Inc.",Financial,Banks - Regional,USA
MHD,"BlackRock MuniHoldings Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MHE,BlackRock Massachusetts Tax-Exempt Trust,Financial,Asset Management,USA
MHF,Western Asset Municipal High Income Fund Inc.,Financial,Closed-End Fund - Debt,USA
MHH,"Mastech Digital, Inc.",Industrials,Staffing & Employment Services,USA
MHI,Pioneer Municipal High Income Trust,Financial,Closed-End Fund - Debt,USA
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA
MHLD,"Maiden Holdings, Ltd.",Financial,Insurance - Reinsurance,Bermuda
MHN,"BlackRock MuniHoldings New York Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MHO,"M/I Homes, Inc.",Consumer Cyclical,Residential Construction,USA
MIC,Macquarie Infrastructure Corporation,Industrials,Airports & Air Services,USA
MICT,"MICT, Inc.",Technology,Computer Hardware,USA
MIDD,The Middleby Corporation,Industrials,Specialty Industrial Machinery,USA
MIDU,Direxion Daily Mid Cap Bull 3X Shares,Financial,Exchange Traded Fund,USA
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",Financial,Closed-End Fund - Equity,USA
MIK,"The Michaels Companies, Inc.",Consumer Cyclical,Specialty Retail,USA
MILN,Global X Millennials Thematic ETF,Financial,Exchange Traded Fund,USA
MIME,Mimecast Limited,Technology,Software - Infrastructure,United Kingdom
MIN,MFS Intermediate Income Trust,Financial,Closed-End Fund - Debt,USA
MINC,AdvisorShares Newfleet Multi-Sector Income ETF,Financial,Exchange Traded Fund,USA
MIND,"Mitcham Industries, Inc.",Technology,Scientific & Technical Instruments,USA
MINDP,"Mitcham Industries, Inc.",Technology,Scientific & Technical Instruments,USA
MINI,"Mobile Mini, Inc.",Industrials,Rental & Leasing Services,USA
MINT,PIMCO Enhanced Short Maturity Active ETF,Financial,Exchange Traded Fund,USA
MIRM,"Mirum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
MIST,Milestone Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada
MITK,"Mitek Systems, Inc.",Technology,Software - Application,USA
MITO,Stealth BioTherapeutics Corp,Healthcare,Biotechnology,Cayman Islands
MITT,"AG Mortgage Investment Trust, Inc.",Real Estate,REIT - Mortgage,USA
MIXT,MiX Telematics Limited,Technology,Software - Application,South Africa
MIY,"BlackRock MuniYield Michigan Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MJ,ETFMG Alternative Harvest ETF,Financial,Exchange Traded Fund,USA
MJCO,Majesco,Technology,Software - Application,USA
MJJ,MicroSectors Cannabis ETNs,Financial,Exchange Traded Fund,USA
MJO,MicroSectors Cannabis 2X Leveraged ETNs,Financial,Exchange Traded Fund,USA
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,USA
MKD,Molecular Data Inc.,Basic Materials,Chemicals,China
MKGI,"Monaker Group, Inc.",Consumer Cyclical,Travel Services,USA
MKL,Markel Corporation,Financial,Insurance - Property & Casualty,USA
MKSI,"MKS Instruments, Inc.",Technology,Scientific & Technical Instruments,USA
MKTX,MarketAxess Holdings Inc.,Financial,Capital Markets,USA
MLAB,"Mesa Laboratories, Inc.",Technology,Scientific & Technical Instruments,USA
MLCO,Melco Resorts & Entertainment Limited,Consumer Cyclical,Resorts & Casinos,Hong Kong
MLHR,"Herman Miller, Inc.",Industrials,Business Equipment & Supplies,USA
MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,USA
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,USA
MLN,VanEck Vectors AMT-Free Long Municipal Index ETF,Financial,Exchange Traded Fund,USA
MLND,"Millendo Therapeutics, Inc.",Healthcare,Biotechnology,USA
MLP,"Maui Land & Pineapple Company, Inc.",Real Estate,Real Estate - Development,USA
MLPA,Global X MLP ETF,Financial,Exchange Traded Fund,USA
MLPB,UBS ETRACS Alerian MLP Infrastructure Index ETN Series B,Financial,Exchange Traded Fund,USA
MLPC,C-Tracks ETNs on the Miller/Howard MLP Fundamental Index,Financial,Exchange Traded Fund,USA
MLPE,C-Tracks ETNs on the Miller/Howard MLP Fundamental Index B,Financial,Exchange Traded Fund,USA
MLPG,UBS ETRACS Alerian Natural Gas MLP Index ETN,Financial,Exchange Traded Fund,USA
MLPI,UBS ETRACS Alerian MLP Infrastructure Index ETN,Financial,Exchange Traded Fund,USA
MLPO,Credit Suisse S&P MLP Index ETN,Financial,Exchange Traded Fund,USA
MLPX,Global X MLP & Energy Infrastructure ETF,Financial,Exchange Traded Fund,USA
MLPY,Morgan Stanley Cushing MLP High Income Index ETN,Financial,Exchange Traded Fund,USA
MLR,"Miller Industries, Inc.",Consumer Cyclical,Auto Parts,USA
MLSS,Milestone Scientific Inc.,Healthcare,Medical Instruments & Supplies,USA
MLVF,"Malvern Bancorp, Inc.",Financial,Banks - Regional,USA
MMAC,"MMA Capital Holdings, Inc.",Financial,Mortgage Finance,USA
MMC,"Marsh & McLennan Companies, Inc.",Financial,Insurance Brokers,USA
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,Financial,Closed-End Fund - Debt,USA
MMI,"Marcus & Millichap, Inc.",Real Estate,Real Estate Services,USA
MMIN,IQ MacKay Municipal Insured ETF,Financial,Exchange Traded Fund,USA
MMIT,IQ MacKay Municipal Intermediate ETF,Financial,Exchange Traded Fund,USA
MMLP,Martin Midstream Partners L.P.,Energy,Oil & Gas Midstream,USA
MMM,3M Company,Industrials,Specialty Industrial Machinery,USA
MMP,"Magellan Midstream Partners, L.P.",Energy,Oil & Gas Midstream,USA
MMS,"MAXIMUS, Inc.",Industrials,Specialty Business Services,USA
MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA
MMT,MFS Multimarket Income Trust,Financial,Closed-End Fund - Debt,USA
MMTM,SPDR S&P 1500 Momentum Tilt ETF,Financial,Exchange Traded Fund,USA
MMU,Western Asset Managed Municipals Fund Inc.,Financial,Closed-End Fund - Debt,USA
MMX,Maverix Metals Inc.,Basic Materials,Other Precious Metals & Mining,Canada
MMYT,MakeMyTrip Limited,Consumer Cyclical,Travel Services,India
MN,"Manning & Napier, Inc.",Financial,Asset Management,USA
MNA,IQ Merger Arbitrage ETF,Financial,Exchange Traded Fund,USA
MNCL,Monocle Acquisition Corporation,Industrials,Conglomerates,USA
MNDO,MIND C.T.I. Ltd,Technology,Software - Application,Israel
MNE,"BlackRock Muni New York Intermediate Duration Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MNK,Mallinckrodt plc,Healthcare,Drug Manufacturers - Specialty & Generic,United Kingdom
MNKD,MannKind Corporation,Healthcare,Biotechnology,USA
MNLO,Menlo Therapeutics Inc.,Healthcare,Biotechnology,USA
MNOV,"MediciNova, Inc.",Healthcare,Biotechnology,USA
MNP,Western Asset Municipal Partners Fund Inc.,Financial,Closed-End Fund - Debt,USA
MNPR,Monopar Therapeutics Inc.,Healthcare,Biotechnology,USA
MNR,Monmouth Real Estate Investment Corporation,Real Estate,REIT - Industrial,USA
MNRL,"Brigham Minerals, Inc.",Energy,Oil & Gas E&P,USA
MNRO,"Monro, Inc.",Consumer Cyclical,Auto Parts,USA
MNSB,"MainStreet Bancshares, Inc.",Financial,Banks - Regional,USA
MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,USA
MNTA,"Momenta Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
MNTX,"Manitex International, Inc.",Industrials,Farm & Heavy Construction Machinery,USA
MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,USA
MOAT,VanEck Vectors Morningstar Wide Moat ETF,Financial,Exchange Traded Fund,USA
MOBL,"MobileIron, Inc.",Technology,Software - Application,USA
MOD,Modine Manufacturing Company,Consumer Cyclical,Auto Parts,USA
MODN,"Model N, Inc.",Technology,Software - Application,USA
